InvoiceNo,StockCode,Description,Category,Subcategory,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
INV-100672,CLOTH-003,Winter Jacket,Clothing,Outerwear,40,2025-01-24 00:00:00,131.62,CUST-0063,Portugal
INV-100673,BOOK-001,Python Programming,Books,Technology,3,2024-09-20 00:00:00,40.3,CUST-0080,Portugal
INV-100674,ELEC-004,Bluetooth Speaker,Electronics,Audio,14,2025-03-11 00:00:00,86.14,CUST-0099,Netherlands
INV-100675,CLOTH-002,Jeans Classic,Clothing,Bottoms,15,2024-05-25 00:00:00,47.3,CUST-0087,Portugal
INV-100676,ELEC-002,Wireless Mouse,Electronics,Accessories,14,2025-03-07 00:00:00,29.06,CUST-0023,Germany
INV-100677,SPORT-002,Running Shoes,Sports,Footwear,46,2024-07-15 00:00:00,98.93,CUST-0100,Germany
INV-100678,HOME-002,Desk Lamp,Home & Garden,Lighting,9,2023-12-10 00:00:00,37.43,CUST-0064,Portugal
INV-100679,HOME-002,Desk Lamp,Home & Garden,Lighting,8,2024-03-21 00:00:00,31.68,CUST-0074,Italy
INV-100680,HOME-002,Desk Lamp,Home & Garden,Lighting,12,2023-12-23 00:00:00,34.41,CUST-0092,Switzerland
INV-100681,CLOTH-002,Jeans Classic,Clothing,Bottoms,27,2023-12-14 00:00:00,50.48,CUST-0003,France
INV-100682,HOME-001,Coffee Maker,Home & Garden,Kitchen,3,2023-08-23 00:00:00,57.28,CUST-0079,Portugal
INV-100683,BOOK-001,Python Programming,Books,Technology,49,2024-12-04 00:00:00,36.7,CUST-0005,Italy
INV-100684,HOME-001,Coffee Maker,Home & Garden,Kitchen,38,2025-02-11 00:00:00,62.05,CUST-0005,UK
INV-100685,BOOK-001,Python Programming,Books,Technology,22,2024-11-04 00:00:00,42.5,CUST-0037,Austria
INV-100686,ELEC-003,USB-C Cable,Electronics,Accessories,11,2023-09-10 00:00:00,12.97,CUST-0056,Belgium
INV-100687,BOOK-001,Python Programming,Books,Technology,24,2024-08-12 00:00:00,41.33,CUST-0075,Netherlands
INV-100688,SPORT-002,Running Shoes,Sports,Footwear,9,2025-03-24 00:00:00,93.84,CUST-0002,Portugal
INV-100689,HOME-001,Coffee Maker,Home & Garden,Kitchen,27,2023-12-07 00:00:00,59.63,CUST-0044,Switzerland
INV-100690,ELEC-002,Wireless Mouse,Electronics,Accessories,34,2024-03-14 00:00:00,30.32,CUST-0004,UK
INV-100691,SPORT-002,Running Shoes,Sports,Footwear,28,2023-11-03 00:00:00,90.05,CUST-0074,Belgium
INV-100692,BOOK-001,Python Programming,Books,Technology,8,2024-10-30 00:00:00,42.62,CUST-0076,Portugal
INV-100693,HOME-002,Desk Lamp,Home & Garden,Lighting,3,2025-07-13 00:00:00,31.85,CUST-0089,Switzerland
INV-100694,ELEC-002,Wireless Mouse,Electronics,Accessories,16,2024-12-16 00:00:00,29.72,CUST-0053,France
INV-100695,HOME-002,Desk Lamp,Home & Garden,Lighting,42,2023-12-02 00:00:00,31.76,CUST-0073,Switzerland
INV-100696,SPORT-002,Running Shoes,Sports,Footwear,37,2024-04-06 00:00:00,82.13,CUST-0028,Netherlands
INV-100697,HOME-002,Desk Lamp,Home & Garden,Lighting,11,2024-04-08 00:00:00,35.71,CUST-0022,Switzerland
INV-100698,BOOK-001,Python Programming,Books,Technology,9,2025-07-20 00:00:00,36.3,CUST-0005,UK
INV-100699,ELEC-004,Bluetooth Speaker,Electronics,Audio,29,2025-05-12 00:00:00,81.5,CUST-0013,UK
INV-100700,BOOK-001,Python Programming,Books,Technology,10,2023-12-30 00:00:00,42.65,CUST-0023,Italy
INV-100701,CLOTH-002,Jeans Classic,Clothing,Bottoms,48,2024-01-24 00:00:00,49.25,CUST-0087,Spain
INV-100702,ELEC-002,Wireless Mouse,Electronics,Accessories,41,2023-12-01 00:00:00,27.19,CUST-0082,Portugal
INV-100703,CLOTH-001,Cotton T-Shirt,Clothing,Tops,29,2025-05-24 00:00:00,20.49,CUST-0099,Germany
INV-100704,SPORT-002,Running Shoes,Sports,Footwear,3,2024-05-13 00:00:00,82.97,CUST-0078,Italy
INV-100705,HOME-002,Desk Lamp,Home & Garden,Lighting,40,2024-12-14 00:00:00,35.36,CUST-0086,Italy
INV-100706,ELEC-002,Wireless Mouse,Electronics,Accessories,3,2023-11-21 00:00:00,29.91,CUST-0013,UK
INV-100707,ELEC-001,"Laptop Pro 15""",Electronics,Computers,32,2024-11-03 00:00:00,846.88,CUST-0012,Italy
INV-100708,BOOK-001,Python Programming,Books,Technology,22,2025-04-04 00:00:00,43.07,CUST-0003,Spain
INV-100709,CLOTH-003,Winter Jacket,Clothing,Outerwear,22,2025-01-08 00:00:00,135.94,CUST-0027,UK
INV-100710,ELEC-002,Wireless Mouse,Electronics,Accessories,9,2024-02-05 00:00:00,27.4,CUST-0073,Austria
INV-100711,ELEC-004,Bluetooth Speaker,Electronics,Audio,24,2025-02-18 00:00:00,74.62,CUST-0078,Netherlands
INV-100712,ELEC-004,Bluetooth Speaker,Electronics,Audio,36,2024-02-28 00:00:00,83.27,CUST-0071,UK
INV-100713,CLOTH-001,Cotton T-Shirt,Clothing,Tops,15,2025-08-06 00:00:00,21.79,CUST-0013,UK
INV-100714,ELEC-001,"Laptop Pro 15""",Electronics,Computers,23,2025-03-21 00:00:00,812.78,CUST-0074,Spain
INV-100715,CLOTH-003,Winter Jacket,Clothing,Outerwear,32,2025-08-01 00:00:00,136.41,CUST-0066,Portugal
INV-100716,CLOTH-002,Jeans Classic,Clothing,Bottoms,16,2023-11-20 00:00:00,51.88,CUST-0034,France
INV-100717,ELEC-002,Wireless Mouse,Electronics,Accessories,17,2024-01-13 00:00:00,27.85,CUST-0080,Italy
INV-100718,ELEC-001,"Laptop Pro 15""",Electronics,Computers,4,2024-01-26 00:00:00,826.75,CUST-0092,Spain
INV-100719,HOME-001,Coffee Maker,Home & Garden,Kitchen,23,2025-05-27 00:00:00,57.39,CUST-0055,Belgium
INV-100720,SPORT-002,Running Shoes,Sports,Footwear,31,2025-06-08 00:00:00,81.23,CUST-0080,Belgium
INV-100721,CLOTH-001,Cotton T-Shirt,Clothing,Tops,16,2024-10-21 00:00:00,21.13,CUST-0029,Italy
INV-100722,CLOTH-002,Jeans Classic,Clothing,Bottoms,40,2023-11-24 00:00:00,50.92,CUST-0044,Spain
INV-100723,CLOTH-001,Cotton T-Shirt,Clothing,Tops,22,2025-03-27 00:00:00,21.91,CUST-0086,Belgium
INV-100724,SPORT-001,Yoga Mat,Sports,Fitness,32,2024-05-07 00:00:00,25.0,CUST-0075,Switzerland
INV-100725,ELEC-001,"Laptop Pro 15""",Electronics,Computers,14,2025-03-02 00:00:00,908.32,CUST-0020,Spain
INV-100726,CLOTH-001,Cotton T-Shirt,Clothing,Tops,34,2025-05-23 00:00:00,18.79,CUST-0094,Switzerland
INV-100727,CLOTH-001,Cotton T-Shirt,Clothing,Tops,44,2024-07-06 00:00:00,19.92,CUST-0043,UK
INV-100728,CLOTH-001,Cotton T-Shirt,Clothing,Tops,22,2023-10-27 00:00:00,20.52,CUST-0068,Austria
INV-100729,ELEC-001,"Laptop Pro 15""",Electronics,Computers,33,2024-10-22 00:00:00,816.9,CUST-0026,Germany
INV-100730,ELEC-003,USB-C Cable,Electronics,Accessories,24,2025-07-14 00:00:00,11.73,CUST-0079,Germany
INV-100731,ELEC-003,USB-C Cable,Electronics,Accessories,48,2023-12-05 00:00:00,13.32,CUST-0076,UK
INV-100732,HOME-002,Desk Lamp,Home & Garden,Lighting,30,2024-03-12 00:00:00,31.62,CUST-0098,Germany
INV-100733,ELEC-004,Bluetooth Speaker,Electronics,Audio,37,2024-08-14 00:00:00,72.72,CUST-0092,Austria
INV-100734,CLOTH-003,Winter Jacket,Clothing,Outerwear,4,2025-02-16 00:00:00,137.46,CUST-0088,Austria
INV-100735,HOME-001,Coffee Maker,Home & Garden,Kitchen,24,2024-11-29 00:00:00,64.02,CUST-0093,Spain
INV-100736,CLOTH-001,Cotton T-Shirt,Clothing,Tops,9,2025-05-10 00:00:00,21.42,CUST-0077,Belgium
INV-100737,ELEC-003,USB-C Cable,Electronics,Accessories,37,2023-11-07 00:00:00,11.78,CUST-0032,Portugal
INV-100738,HOME-002,Desk Lamp,Home & Garden,Lighting,19,2024-05-18 00:00:00,33.87,CUST-0062,Germany
INV-100739,ELEC-003,USB-C Cable,Electronics,Accessories,16,2025-06-15 00:00:00,12.83,CUST-0010,UK
INV-100740,HOME-001,Coffee Maker,Home & Garden,Kitchen,9,2025-02-04 00:00:00,57.2,CUST-0094,Spain
INV-100741,CLOTH-001,Cotton T-Shirt,Clothing,Tops,26,2024-07-29 00:00:00,21.65,CUST-0027,Belgium
INV-100742,CLOTH-003,Winter Jacket,Clothing,Outerwear,44,2025-02-01 00:00:00,137.32,CUST-0081,France
INV-100743,ELEC-002,Wireless Mouse,Electronics,Accessories,6,2025-05-18 00:00:00,31.22,CUST-0012,Belgium
INV-100744,ELEC-004,Bluetooth Speaker,Electronics,Audio,5,2024-06-12 00:00:00,85.79,CUST-0082,Belgium
INV-100745,ELEC-003,USB-C Cable,Electronics,Accessories,1,2023-09-04 00:00:00,14.01,CUST-0097,Spain
INV-100746,HOME-002,Desk Lamp,Home & Garden,Lighting,10,2023-10-07 00:00:00,32.93,CUST-0089,Portugal
INV-100747,CLOTH-003,Winter Jacket,Clothing,Outerwear,2,2024-08-30 00:00:00,123.85,CUST-0083,UK
INV-100748,HOME-001,Coffee Maker,Home & Garden,Kitchen,25,2024-01-22 00:00:00,64.55,CUST-0053,Switzerland
INV-100749,CLOTH-003,Winter Jacket,Clothing,Outerwear,35,2024-09-11 00:00:00,127.79,CUST-0010,Portugal
INV-100750,HOME-002,Desk Lamp,Home & Garden,Lighting,12,2024-04-11 00:00:00,33.19,CUST-0097,Portugal
INV-100751,HOME-002,Desk Lamp,Home & Garden,Lighting,11,2024-08-26 00:00:00,34.76,CUST-0046,Portugal
INV-100752,SPORT-001,Yoga Mat,Sports,Fitness,14,2023-12-18 00:00:00,25.03,CUST-0010,France
INV-100753,ELEC-003,USB-C Cable,Electronics,Accessories,9,2023-12-27 00:00:00,12.97,CUST-0059,Germany
INV-100754,ELEC-001,"Laptop Pro 15""",Electronics,Computers,47,2024-04-12 00:00:00,968.92,CUST-0003,UK
INV-100755,CLOTH-001,Cotton T-Shirt,Clothing,Tops,26,2024-01-19 00:00:00,19.85,CUST-0053,Spain
INV-100756,ELEC-001,"Laptop Pro 15""",Electronics,Computers,22,2025-06-16 00:00:00,871.29,CUST-0045,France
INV-100757,ELEC-004,Bluetooth Speaker,Electronics,Audio,21,2023-10-15 00:00:00,86.32,CUST-0046,Austria
INV-100758,ELEC-003,USB-C Cable,Electronics,Accessories,17,2025-04-19 00:00:00,14.13,CUST-0088,Switzerland
INV-100759,CLOTH-001,Cotton T-Shirt,Clothing,Tops,47,2024-10-27 00:00:00,20.36,CUST-0091,UK
INV-100760,CLOTH-003,Winter Jacket,Clothing,Outerwear,31,2023-11-12 00:00:00,133.04,CUST-0096,Spain
INV-100761,HOME-002,Desk Lamp,Home & Garden,Lighting,5,2023-11-02 00:00:00,36.6,CUST-0039,Spain
INV-100762,ELEC-001,"Laptop Pro 15""",Electronics,Computers,15,2025-02-03 00:00:00,880.75,CUST-0014,UK
INV-100763,ELEC-002,Wireless Mouse,Electronics,Accessories,16,2024-03-20 00:00:00,27.12,CUST-0044,Switzerland
INV-100764,CLOTH-003,Winter Jacket,Clothing,Outerwear,21,2024-07-15 00:00:00,121.46,CUST-0069,Spain
INV-100765,CLOTH-003,Winter Jacket,Clothing,Outerwear,46,2024-06-03 00:00:00,119.32,CUST-0005,Portugal
INV-100766,ELEC-003,USB-C Cable,Electronics,Accessories,21,2025-06-17 00:00:00,13.42,CUST-0096,Germany
INV-100767,SPORT-002,Running Shoes,Sports,Footwear,25,2023-08-21 00:00:00,94.99,CUST-0010,Belgium
INV-100768,ELEC-001,"Laptop Pro 15""",Electronics,Computers,22,2024-05-19 00:00:00,865.59,CUST-0099,France
INV-100769,HOME-001,Coffee Maker,Home & Garden,Kitchen,5,2024-12-03 00:00:00,59.04,CUST-0054,Spain
INV-100770,HOME-002,Desk Lamp,Home & Garden,Lighting,26,2025-05-03 00:00:00,36.77,CUST-0089,France
INV-100771,ELEC-001,"Laptop Pro 15""",Electronics,Computers,32,2024-03-29 00:00:00,941.68,CUST-0046,France
INV-100772,CLOTH-001,Cotton T-Shirt,Clothing,Tops,40,2025-02-27 00:00:00,21.11,CUST-0072,Germany
INV-100773,CLOTH-002,Jeans Classic,Clothing,Bottoms,30,2025-06-08 00:00:00,46.84,CUST-0089,France
INV-100774,BOOK-001,Python Programming,Books,Technology,45,2024-08-17 00:00:00,36.6,CUST-0029,Germany
INV-100775,ELEC-004,Bluetooth Speaker,Electronics,Audio,34,2025-01-25 00:00:00,72.78,CUST-0075,Portugal
INV-100776,CLOTH-001,Cotton T-Shirt,Clothing,Tops,40,2024-05-03 00:00:00,20.55,CUST-0058,Italy
INV-100777,SPORT-001,Yoga Mat,Sports,Fitness,24,2023-10-10 00:00:00,24.98,CUST-0079,UK
INV-100778,BOOK-001,Python Programming,Books,Technology,8,2025-04-17 00:00:00,36.15,CUST-0053,Portugal
INV-100779,ELEC-002,Wireless Mouse,Electronics,Accessories,14,2025-07-10 00:00:00,30.96,CUST-0030,France
INV-100780,CLOTH-001,Cotton T-Shirt,Clothing,Tops,21,2024-04-12 00:00:00,20.98,CUST-0058,Netherlands
INV-100781,ELEC-004,Bluetooth Speaker,Electronics,Audio,19,2024-11-12 00:00:00,84.93,CUST-0009,Belgium
INV-100782,ELEC-003,USB-C Cable,Electronics,Accessories,35,2023-09-08 00:00:00,11.84,CUST-0033,Netherlands
INV-100783,HOME-001,Coffee Maker,Home & Garden,Kitchen,41,2025-02-10 00:00:00,60.2,CUST-0064,Belgium
INV-100784,ELEC-003,USB-C Cable,Electronics,Accessories,17,2023-10-28 00:00:00,12.17,CUST-0088,Portugal
INV-100785,BOOK-001,Python Programming,Books,Technology,42,2023-08-31 00:00:00,36.25,CUST-0018,France
INV-100786,ELEC-001,"Laptop Pro 15""",Electronics,Computers,22,2023-10-18 00:00:00,974.23,CUST-0016,Spain
INV-100787,ELEC-003,USB-C Cable,Electronics,Accessories,23,2025-03-19 00:00:00,12.66,CUST-0012,Germany
INV-100788,HOME-001,Coffee Maker,Home & Garden,Kitchen,45,2024-03-26 00:00:00,62.32,CUST-0086,France
INV-100789,BOOK-001,Python Programming,Books,Technology,33,2023-12-28 00:00:00,39.57,CUST-0033,Belgium
INV-100790,BOOK-001,Python Programming,Books,Technology,16,2024-10-03 00:00:00,42.92,CUST-0044,Portugal
INV-100791,BOOK-001,Python Programming,Books,Technology,35,2024-09-28 00:00:00,40.18,CUST-0049,Netherlands
INV-100792,ELEC-001,"Laptop Pro 15""",Electronics,Computers,47,2024-08-21 00:00:00,891.25,CUST-0029,Switzerland
INV-100793,CLOTH-003,Winter Jacket,Clothing,Outerwear,45,2025-01-03 00:00:00,119.06,CUST-0022,Belgium
INV-100794,ELEC-001,"Laptop Pro 15""",Electronics,Computers,8,2025-08-10 00:00:00,900.19,CUST-0005,UK
INV-100795,SPORT-001,Yoga Mat,Sports,Fitness,27,2023-09-28 00:00:00,26.42,CUST-0092,Germany
INV-100796,CLOTH-001,Cotton T-Shirt,Clothing,Tops,9,2024-05-05 00:00:00,20.05,CUST-0045,Belgium
INV-100797,SPORT-001,Yoga Mat,Sports,Fitness,50,2024-11-17 00:00:00,26.75,CUST-0018,Germany
INV-100798,ELEC-001,"Laptop Pro 15""",Electronics,Computers,35,2025-06-25 00:00:00,843.54,CUST-0083,Netherlands
INV-100799,ELEC-004,Bluetooth Speaker,Electronics,Audio,26,2024-09-22 00:00:00,84.97,CUST-0036,Spain
INV-100800,BOOK-001,Python Programming,Books,Technology,49,2025-01-10 00:00:00,43.68,CUST-0058,Switzerland
INV-100801,ELEC-004,Bluetooth Speaker,Electronics,Audio,47,2024-07-03 00:00:00,79.16,CUST-0096,UK
INV-100802,ELEC-004,Bluetooth Speaker,Electronics,Audio,30,2024-09-22 00:00:00,82.5,CUST-0063,Germany
INV-100803,BOOK-001,Python Programming,Books,Technology,35,2025-01-19 00:00:00,43.66,CUST-0070,Spain
INV-100804,BOOK-001,Python Programming,Books,Technology,41,2025-01-11 00:00:00,42.78,CUST-0051,Portugal
INV-100805,CLOTH-001,Cotton T-Shirt,Clothing,Tops,1,2025-05-04 00:00:00,19.07,CUST-0068,UK
INV-100806,SPORT-002,Running Shoes,Sports,Footwear,9,2025-03-20 00:00:00,82.91,CUST-0030,Portugal
INV-100807,CLOTH-001,Cotton T-Shirt,Clothing,Tops,3,2024-11-17 00:00:00,20.07,CUST-0046,Belgium
INV-100808,HOME-001,Coffee Maker,Home & Garden,Kitchen,26,2024-05-29 00:00:00,59.97,CUST-0081,Italy
INV-100809,SPORT-001,Yoga Mat,Sports,Fitness,49,2024-02-13 00:00:00,24.13,CUST-0079,UK
INV-100810,ELEC-004,Bluetooth Speaker,Electronics,Audio,21,2024-03-28 00:00:00,87.7,CUST-0015,France
INV-100811,HOME-002,Desk Lamp,Home & Garden,Lighting,25,2025-03-26 00:00:00,37.31,CUST-0047,Portugal
INV-100812,BOOK-001,Python Programming,Books,Technology,18,2025-03-28 00:00:00,40.75,CUST-0032,Italy
INV-100813,ELEC-004,Bluetooth Speaker,Electronics,Audio,15,2024-03-18 00:00:00,85.21,CUST-0080,France
INV-100814,ELEC-003,USB-C Cable,Electronics,Accessories,49,2024-06-22 00:00:00,13.21,CUST-0034,Portugal
INV-100815,ELEC-003,USB-C Cable,Electronics,Accessories,15,2025-01-31 00:00:00,11.97,CUST-0051,Austria
INV-100816,CLOTH-003,Winter Jacket,Clothing,Outerwear,3,2023-10-26 00:00:00,137.34,CUST-0038,Germany
INV-100817,ELEC-003,USB-C Cable,Electronics,Accessories,15,2024-06-18 00:00:00,11.7,CUST-0044,Netherlands
INV-100818,ELEC-004,Bluetooth Speaker,Electronics,Audio,48,2024-02-15 00:00:00,78.04,CUST-0079,Portugal
INV-100819,BOOK-001,Python Programming,Books,Technology,2,2024-03-01 00:00:00,36.95,CUST-0080,Italy
INV-100820,CLOTH-001,Cotton T-Shirt,Clothing,Tops,41,2024-02-29 00:00:00,20.71,CUST-0093,Belgium
INV-100821,ELEC-002,Wireless Mouse,Electronics,Accessories,24,2024-12-04 00:00:00,29.34,CUST-0064,Portugal
INV-100822,HOME-001,Coffee Maker,Home & Garden,Kitchen,29,2025-01-12 00:00:00,57.98,CUST-0027,Netherlands
INV-100823,ELEC-004,Bluetooth Speaker,Electronics,Audio,25,2024-01-16 00:00:00,79.03,CUST-0073,Switzerland
INV-100824,SPORT-001,Yoga Mat,Sports,Fitness,15,2024-10-16 00:00:00,22.51,CUST-0038,Netherlands
INV-100825,ELEC-001,"Laptop Pro 15""",Electronics,Computers,1,2025-06-07 00:00:00,913.11,CUST-0049,Switzerland
INV-100826,CLOTH-002,Jeans Classic,Clothing,Bottoms,22,2024-05-04 00:00:00,50.14,CUST-0072,Italy
INV-100827,CLOTH-001,Cotton T-Shirt,Clothing,Tops,50,2024-07-25 00:00:00,21.58,CUST-0065,Spain
INV-100828,HOME-002,Desk Lamp,Home & Garden,Lighting,3,2025-02-02 00:00:00,33.62,CUST-0002,France
INV-100829,BOOK-001,Python Programming,Books,Technology,44,2024-12-06 00:00:00,39.38,CUST-0034,Italy
INV-100830,HOME-001,Coffee Maker,Home & Garden,Kitchen,37,2024-06-14 00:00:00,60.33,CUST-0081,Switzerland
INV-100831,ELEC-004,Bluetooth Speaker,Electronics,Audio,13,2025-07-19 00:00:00,80.38,CUST-0076,Spain
INV-100832,HOME-001,Coffee Maker,Home & Garden,Kitchen,47,2024-02-11 00:00:00,55.2,CUST-0032,Netherlands
INV-100833,CLOTH-003,Winter Jacket,Clothing,Outerwear,20,2024-08-01 00:00:00,142.32,CUST-0070,France
INV-100834,CLOTH-003,Winter Jacket,Clothing,Outerwear,17,2023-09-07 00:00:00,119.74,CUST-0034,Italy
INV-100835,BOOK-001,Python Programming,Books,Technology,47,2024-10-06 00:00:00,0.0,CUST-0030,Italy
INV-100836,CLOTH-003,Winter Jacket,Clothing,Outerwear,6,2024-11-23 00:00:00,124.29,CUST-0044,France
INV-100837,ELEC-002,Wireless Mouse,Electronics,Accessories,14,2024-05-10 00:00:00,28.02,CUST-0098,Austria
INV-100838,ELEC-004,Bluetooth Speaker,Electronics,Audio,27,2024-11-16 00:00:00,72.1,CUST-0012,Switzerland
INV-100839,CLOTH-001,Cotton T-Shirt,Clothing,Tops,33,2024-06-19 00:00:00,19.95,CUST-0039,UK
INV-100840,CLOTH-003,Winter Jacket,Clothing,Outerwear,37,2025-04-17 00:00:00,0.0,CUST-0071,Netherlands
INV-100841,SPORT-002,Running Shoes,Sports,Footwear,36,2023-11-13 00:00:00,82.21,CUST-0098,Netherlands
INV-100842,CLOTH-002,Jeans Classic,Clothing,Bottoms,9,2024-12-21 00:00:00,54.12,CUST-0050,UK
INV-100843,ELEC-003,USB-C Cable,Electronics,Accessories,12,2023-10-11 00:00:00,12.36,CUST-0051,Austria
INV-100844,SPORT-001,Yoga Mat,Sports,Fitness,5,2025-03-05 00:00:00,27.04,CUST-0034,UK
INV-100845,HOME-001,Coffee Maker,Home & Garden,Kitchen,37,2023-12-23 00:00:00,57.78,CUST-0013,Austria
INV-100846,SPORT-002,Running Shoes,Sports,Footwear,3,2024-08-22 00:00:00,91.08,CUST-0038,UK
INV-100847,CLOTH-001,Cotton T-Shirt,Clothing,Tops,19,2024-05-04 00:00:00,18.15,CUST-0051,Netherlands
INV-100848,ELEC-001,"Laptop Pro 15""",Electronics,Computers,19,2025-01-17 00:00:00,988.28,CUST-0092,Spain
INV-100849,BOOK-001,Python Programming,Books,Technology,17,2025-03-06 00:00:00,36.79,CUST-0080,Belgium
INV-100850,ELEC-004,Bluetooth Speaker,Electronics,Audio,42,2024-04-22 00:00:00,85.68,CUST-0017,Netherlands
INV-100851,ELEC-001,"Laptop Pro 15""",Electronics,Computers,27,2024-05-13 00:00:00,959.7,CUST-0058,Belgium
INV-100852,BOOK-001,Python Programming,Books,Technology,18,2024-11-18 00:00:00,42.52,CUST-0054,France
INV-100853,CLOTH-003,Winter Jacket,Clothing,Outerwear,47,2023-12-02 00:00:00,120.47,CUST-0014,Germany
INV-100854,SPORT-002,Running Shoes,Sports,Footwear,20,2023-09-04 00:00:00,83.75,CUST-0077,Germany
INV-100855,CLOTH-002,Jeans Classic,Clothing,Bottoms,5,2024-06-17 00:00:00,52.25,CUST-0028,Germany
INV-100856,CLOTH-001,Cotton T-Shirt,Clothing,Tops,37,2024-01-02 00:00:00,18.88,CUST-0065,Austria
INV-100857,SPORT-001,Yoga Mat,Sports,Fitness,30,2023-11-02 00:00:00,25.42,CUST-0059,Italy
INV-100858,CLOTH-002,Jeans Classic,Clothing,Bottoms,36,2025-03-31 00:00:00,45.08,CUST-0072,Switzerland
INV-100859,ELEC-004,Bluetooth Speaker,Electronics,Audio,16,2024-05-15 00:00:00,84.8,CUST-0099,Spain
INV-100860,ELEC-004,Bluetooth Speaker,Electronics,Audio,2,2024-12-23 00:00:00,84.73,CUST-0025,Spain
INV-100861,CLOTH-003,Winter Jacket,Clothing,Outerwear,8,2025-07-24 00:00:00,125.95,CUST-0060,Italy
INV-100862,ELEC-001,"Laptop Pro 15""",Electronics,Computers,36,2023-10-20 00:00:00,849.02,CUST-0077,Netherlands
INV-100863,HOME-002,Desk Lamp,Home & Garden,Lighting,46,2024-03-23 00:00:00,35.17,CUST-0034,France
INV-100864,ELEC-002,Wireless Mouse,Electronics,Accessories,11,2025-07-16 00:00:00,29.52,CUST-0002,Austria
INV-100865,CLOTH-003,Winter Jacket,Clothing,Outerwear,22,2025-05-02 00:00:00,124.11,CUST-0084,Belgium
INV-100866,ELEC-003,USB-C Cable,Electronics,Accessories,-5,2024-03-30 00:00:00,13.77,CUST-0004,Portugal
INV-100867,ELEC-001,"Laptop Pro 15""",Electronics,Computers,23,2025-06-21 00:00:00,974.02,CUST-0033,Italy
INV-100868,ELEC-003,USB-C Cable,Electronics,Accessories,46,2023-09-13 00:00:00,13.19,CUST-0038,France
INV-100869,CLOTH-003,Winter Jacket,Clothing,Outerwear,13,2023-08-29 00:00:00,131.87,CUST-0031,Germany
INV-100870,ELEC-001,"Laptop Pro 15""",Electronics,Computers,12,2024-04-12 00:00:00,931.2,CUST-0014,Italy
INV-100871,ELEC-001,"Laptop Pro 15""",Electronics,Computers,32,2024-09-02 00:00:00,862.65,CUST-0059,Belgium
INV-100872,BOOK-001,Python Programming,Books,Technology,48,2025-07-31 00:00:00,43.14,CUST-0099,Belgium
INV-100873,ELEC-001,"Laptop Pro 15""",Electronics,Computers,36,2024-03-01 00:00:00,888.54,CUST-0010,Switzerland
INV-100874,ELEC-001,"Laptop Pro 15""",Electronics,Computers,4,2025-04-18 00:00:00,937.89,CUST-0067,Portugal
INV-100875,CLOTH-001,Cotton T-Shirt,Clothing,Tops,30,2025-08-02 00:00:00,19.09,CUST-0095,Germany
INV-100876,HOME-001,Coffee Maker,Home & Garden,Kitchen,40,2024-04-05 00:00:00,60.09,CUST-0001,Italy
INV-100877,SPORT-002,Running Shoes,Sports,Footwear,41,2024-01-16 00:00:00,91.04,CUST-0024,Portugal
INV-100878,ELEC-002,Wireless Mouse,Electronics,Accessories,22,2024-03-12 00:00:00,29.62,CUST-0043,Belgium
INV-100879,BOOK-001,Python Programming,Books,Technology,49,2024-01-27 00:00:00,38.3,CUST-0055,Spain
INV-100880,SPORT-001,Yoga Mat,Sports,Fitness,26,2024-10-30 00:00:00,25.78,CUST-0095,Austria
INV-100881,SPORT-002,Running Shoes,Sports,Footwear,13,2024-12-18 00:00:00,83.26,CUST-0002,UK
INV-100882,BOOK-001,Python Programming,Books,Technology,39,2024-05-03 00:00:00,38.99,CUST-0089,Portugal
INV-100883,BOOK-001,Python Programming,Books,Technology,15,2025-06-08 00:00:00,37.32,CUST-0046,Spain
INV-100884,ELEC-002,Wireless Mouse,Electronics,Accessories,32,2025-01-30 00:00:00,30.58,CUST-0035,Belgium
INV-100885,ELEC-004,Bluetooth Speaker,Electronics,Audio,8,2024-10-15 00:00:00,82.89,CUST-0082,Netherlands
INV-100886,BOOK-001,Python Programming,Books,Technology,23,2024-09-15 00:00:00,40.51,CUST-0059,Germany
INV-100887,ELEC-001,"Laptop Pro 15""",Electronics,Computers,29,2024-11-23 00:00:00,815.9,CUST-0019,Belgium
INV-100888,SPORT-001,Yoga Mat,Sports,Fitness,46,2023-08-25 00:00:00,26.59,CUST-0063,Spain
INV-100889,CLOTH-002,Jeans Classic,Clothing,Bottoms,17,2024-11-30 00:00:00,50.84,CUST-0030,Germany
INV-100890,HOME-002,Desk Lamp,Home & Garden,Lighting,27,2025-04-01 00:00:00,33.99,CUST-0035,Switzerland
INV-100891,HOME-002,Desk Lamp,Home & Garden,Lighting,48,2023-08-21 00:00:00,33.99,CUST-0056,Netherlands
INV-100892,CLOTH-001,Cotton T-Shirt,Clothing,Tops,45,2025-05-14 00:00:00,21.2,CUST-0056,Austria
INV-100893,ELEC-001,"Laptop Pro 15""",Electronics,Computers,39,2024-05-06 00:00:00,965.5,CUST-0089,Belgium
INV-100894,SPORT-001,Yoga Mat,Sports,Fitness,13,2024-12-19 00:00:00,23.51,CUST-0018,Spain
INV-100895,HOME-002,Desk Lamp,Home & Garden,Lighting,49,2025-02-01 00:00:00,34.77,CUST-0062,Italy
INV-100896,BOOK-001,Python Programming,Books,Technology,20,2023-12-24 00:00:00,41.8,CUST-0040,UK
